ClientID,ClientName,SalesforceID,Segment,MktSubSegment,Insurance,BU_Division,BusinessUnitHead,OracleID,Tier,IIS_Top_100,SSIA TOP TIER,DirectPublish,ClientStartDate,DateClientTerminated,Site_Lead,Team_Lead,Manager,Primary_Client_Contact,Analyst_1_(A&C),Analyst_2_(CSO),Analyst_3_(Coverage),SITE,BU_Relationship_Managers,BU_Client_Service,COMPLIANCE_CS,AuditLocation,AcctContact,PNASRVR,MCHREGION,DAILY,SECTOR_NAME,Oversight_Site,Oversight_Group,Operations_Email_Dist,JV_Email_Dist,Client_Specific_Email_Dist,Watchlist,CM_Requires_2nd_ Approver
MICHSS,STATE OF MICHIGAN,001G000001jmsU0,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,6/30/2016,,Erik Cady,Steven Osyf,Bo Luong,Stephanie Malley,Marc Boudreau,Becca Fang,BOSTON,Greg Forbes,Laura Callahan,Samira Khakpoor,Poland,MCELIGOTT MICHAEL,08PAW3,CI400,Yes,Asset Owners,BOSTON,CAPA5,,CAPA4,,Stable,No
MILLCOOR,Miller Coors,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
MITSS,Massachusetts Institute of Technology (MIT),001G000001jmss5IAA,Endowment/Foundation,EDUCATION,NFP,IIS,LUCE,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Pires, Laurentino R","Osyf, Steven M",,BOSTON,SADLER CHRIS,ALLAN ADRANEDA,,JV Pune,MCELIGOTT MICHAEL,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Monitor,No
MLABSS,MASS LABORERS,001G000001jmmMP,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Postnova, Natalia","Landry, Matthew",,BOSTON,Kurt Robohm,Kurt Robohm,,JV Pune,BITTNER ERIC,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
MLBSS,Major League Players Association,001G000001jmmqoIAA,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Mackey, Paul J",,"Arustamyan, Vadim R","Crimmins, Matthew",BOSTON,William Collins,Eloise Tan,,JV Pune,BITTNER ERIC,04PAW3,CIA00,No,,Poland,CAPA4,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,No Status ,No
MNSBI,Minnesota State Board of Investment,001G000001jmquxIAA,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Cobb, Miles",,"Crimmins, Matthew","O'connor, Brian P",BOSTON,Pat Donohoe,MATT TERLAJE,,JV Pune,Matt Kepple,02PAW3,CI800,Yes,,Poland,CAPA4,Perf_East_Team1,JV_QAT_US-PnA Daily Ops,,Monitor,No
MONTANA,MONTANA BOARD OF INVESTMENTS,001G000001jmqqRIAQ,Public Funds,STATE ENTITY,USIS-Young,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Pae, Lisa H","Hennessy, Carl J","Leung, Mable","Ghiurau, Florian A","Fang, Zhiwen","Gutsan, Yevgeniy A","Leung, Mable",SACRAMENTO,Travis Calabio,Mani Nagra,,JV-Mumbai,Young Rick,`,CI500,Yes,,SACRAMENTO,N/A,Perf_West_Team1,SSIA-US PnA Alameda,,Stable,No
MONY,MONY,001G000001jmodx,Asset Manager,ASSET MANAGER,USIS,USIS,LOWD,1.00E+12,3,,,Yes,1/1/2010,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Kerrigan, John",,"Kerrigan, John","Stoychev, Stefan",BOSTON,DANA BOB,Jeff Saccocia,,JV Pune,NONE,06PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,No Status ,No
MOPSRS,Missouri Pub. School & Non-Teachers,,Public Funds,STATE ENTITY,PF,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
MOUNTPAC,Mountain Pacific Investment,001G000001jmrSr,Asset Manager,ASSET MANAGER,USIS,USIS,"HEINZL,PAULA",1.00E+13,3,,,,6/1/2015,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Mackey, Paul J","Huang, Min","O'connor, Brian P",,BOSTON,"THURSFIELD,JAMES","SIVONGSAY, ANTHONY",,JV Pune,"ARAYA, DANIEL",08PAW3,CIA00,No,Asset Managers,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
MRTHN,Marathon Asset Mgt. Ltd.,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,9/30/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
MSIM-AIS,Morgan Stanley,001G000001jmmzC,Asset Manager,ASSET MANAGER,USIS,USIS,HEINZL,1.00E+12,3,,,,10/1/2012,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Michaud, Daniel","Mejia, Carmen M","Postnova, Natalia","Swanson, Scott M",BOSTON,Syed Zaidi,Syed Zaidi,,Boston,NONE,02PAW3,,No,Asset Managers,BOSTON,N/A,Perf_East_Team3,,,No Status ,No
MSRA,State of Maryland Retirement System (MSRA),001G000001jmoweIAA,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam","Sucharewicz, James M","Labaki, Anthony J","Samisheva, Yelena",BOSTON,William Collins,Kate Gamache,Samira Khakpoor,JV Pune,BITTNER ERIC,02PAW3,CI500,YES,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Daily Ops,,Stable,No
NACC2,NACC2,,,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+13,2,,,,7/17/2013,12/31/2014,,NULL,,NONE,NULL,,NULL,,,,,,,,,,,,,,,,No Status,No
NASHUA,Nashua Corp,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,9/1/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
NCRS,North Carolina Retirement Systems,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
NEBRASS,STATE OF NEBRASKA,001G000001jmmN6IAI,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Mackey, Paul J","Crimmins, Matthew","Huang, Min","Panza, Pietro",BOSTON,Joe B. Rooney,John Giusto,Samira Khakpoor,JV Pune,BITTNER ERIC,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
NECARPSS,"Carpenters, Massachusetts",001G000001jms68IAA,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Stepanova, Nataliya","Landry, Matthew",,BOSTON,William Collins,Kurt Robohm,,JV Pune,BITTNER ERIC,13PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
NEHGS,NEW ENGLAND HISTORIC GENEALOGICAL SOCIETY,001G000001jmnOI,Endowment/Foundation,VARIOUS NON PROFIT,IIS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2014,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Liang, ChiaYi","Stepanova, Nataliya","Liang, ChiaYi",,BOSTON,"DAVIES, GORDON",Nany Gore,,JV Pune,NONE,,,NO,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
NESTLE,NESTLE,,,RETIREMENT DB/DC,DCS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,12/31/2015,,Kristine Treacy,Scott Swanson,JOAO DA CRUZ,Min Huang,Min Huang,Scott Swanson,BOSTON,GAYTON RON,Winston Daley,Charlene Barucha,JV Pune,BENKART BRIAN,06PAW3,CI800,No,,BOSTON,Core Team,,JV_QAT_US-PnA Monthly Ops,,No Status,No
NET,Teamsters New England Trucking,001G000001jmpMYIAY,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Postnova, Natalia","Landry, Matthew","Nop, Reth",BOSTON,Theresa Chu,Theresa Chu,,JV Pune,BITTNER ERIC,02PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
NIKKO,NIKKO AM,001G000001jmsZM,Asset Manager,ASSET MANAGER,AIS,AIS,HEINZL,1.00E+12,3,,,,4/1/2014,4/1/2017,,Rob Moles,Steven Osyf,Jack Kerrigan,Lisa Carmisciano,Anthony Labaki,Wayne Fairchild,BOSTON,Lillie Kwok,Lillie Kwok,,JV Pune,LILLIE KWOK,02PAW3,CI500,No,,BOSTON,CAPA2,,JV_QAT_US-PnA Monthly Ops,,Stable,No
NJDOI,State of New Jersey,001G000001jmm7B,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,7/1/2010,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Davuluri, Lalitha","Stepanova, Nataliya","Postnova, Natalia",,BOSTON,"DOHERTY, MARK",Asim Azfar,,JV Pune,MCELIGOTT MICHAEL,04PAW3,CI800,Yes,Asset Owners,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Daily Ops,,Stable,No
NMER,NEW MEXICO EDUCATIONAL RETIREMENT BOARD,001G000001jmquh,Public Funds,STATE ENTITY,PUB FUND,IIS,SCHAFER,1.00E+12,3,,,,7/1/2014,,"Pae, Lisa H","Hennessy, Carl J","Leung, Mable","Rozek, Justin J",,,"Borowy, Anna",SACRAMENTO,Joe Rooney,Nick Katsikis,,JV-Mumbai,NONE,04PAW3,CIA00,No,,Poland,CAPA4,Perf_West_Team1,SSIA-US PnA Alameda,,Stable,No
NORCARS,North Carolina Retirement Systems,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
NORF,Norfolk County Retirement System,001G000001jmsCiIAI,Public Funds,MUNICIPAL ENTITY,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam",,"Saar-Beckles, Merit","Jia, Juan V",BOSTON,MARK BROOKS,MARK BROOKS,,JV Pune,SWAMI SUNDER VELLA,13PAW3,CI800,No,,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
NORFOLK,EMPLOYEES RETIREMENT SYSTEM OF NORFOLK,001G000001jmsCiIAI,Public Funds,MUNICIPAL ENTITY,PF,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Rudgalve, Olga","Agganis, Dean P","Chau, Stella S",BOSTON,Melissa Long,Melissa Long,,JV Pune,BITTNER ERIC,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
NORMU,NOMURA,,,ASSET MANAGER,Internal,Internal,LOWD,1.00E+12,1,,,,1/1/2010,1/6/2015,,NONE,Carlisle Adamson,NONE,TERMINATED,n/a,TERMINATED,TORONTO,SMIRNOUDIS STEVE,,,JV Pune,NONE,04PAW3,CI500,No,,TORONTO,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
NORTHGRUM,NORTHROP GRUMMAN,001G000001jmn0n,,RETIREMENT - CORP,IIS,IIS,SCHAFER,1.00E+13,2,,,,7/17/2013,12/31/2014,,NULL,,NONE,NULL,,NULL,,PATON SCOTT,,Samira Khakpoor,,,,,,,,,,,,No Status,No
NORTHWEST,NORTHWEST AIRLINES,,,RETIREMENT - CORP,CPS,,SCHECHTER,1.00E+12,2,,,,1/1/2009,3/31/2014,,CHI TU,,PETER STORMENT,,,PETER STORMENT,BOSTON,MACVARISH KATHY,,,, , , , ,,BOSTON,,,,,No Status,No
NOVANT,"Novant Health, Inc.",001G000001jmpCQIAY,,VARIOUS - CORP,STS,IIS,YOUNG,1.00E+12,3,,,Yes,1/1/2009,5/1/2016,,Rob Moles,Steven Osyf,Jack Kerrigan,Eric Burton,Eric Burton,Steven Osyf,BOSTON,LIGHTFOOT JONATHAN,LIGHTFOOT JONATHAN,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,Core Team,,JV_QAT_US-PnA Monthly Ops,,No Status,No
NOVARGSS,NOVARTIS,001G000001jmmiK,Corporate,RETIREMENT - DB,CPS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J","Samisheva, Yelena","Labaki, Anthony J","Sucharewicz, James M",BOSTON,Victoria Aguiar,Thomas Nixon,,JV Pune,MCELIGOTT MICHAEL,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
NRECASS,National Rural Electric Cooperative,001G000001jmqQzIAI,Corporate,RETIREMENT - CORP,SA,IIS,SCHECHTER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Davuluri, Lalitha",,"Postnova, Natalia","Stepanova, Nataliya",BOSTON,LICHTY STEVE,Kimberly Raposa,,JV Pune,BOUCHARD STEVE,02PAW3,CI800,No,,Poland,CAPA4,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,RFP,Yes
NSTAR,EVERSOURCE,001G000001jmmIK,,RETIREMENT - CORP,CPS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,12/31/2015,,Kristine Treacy,Scott Swanson,VILDA LO,Min Huang,Min Huang,Scott Swanson,BOSTON, Seth Wald,Devin White,,JV Pune,MCELIGOTT MICHAEL,02PAW3,CI800,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
NTHP,Nat'l Trust for Historic Preservation,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
NUVEEN,Nuveen Investments Inc,001G000001jmnc7,Asset Manager,ASSET MANAGER,USIS,USIS,ABRUZZI,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Dean, Michael","Sweeney, Adam","Dean, Michael","Andrade, Kelvin",BOSTON,Saito Hiroshi,Saito Hiroshi,,JV-Pune,NONE,06PAW3,CI500,No,Asset Managers,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
NYC,NEW YORK CITY,,Public Funds,MUNICIPAL ENTITY,PF,IIS,SCHAFER,1.00E+12,1,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Panza, Pietro","Arustamyan, Vadim R","Ramos, Levi","Panza, Pietro",BOSTON,DONOHOE PAT,Robert Calabrese,,JV Pune,MCELIGOTT MICHAEL,02PAW3,CIA00,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,SSIA_NYC,Stable,No
NYCERS,City of New York Comptrollers,001G000001jmsMR,Public Funds,MUNICIPAL ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,11/1/2013,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Panza, Pietro","Ramos, Levi","Arustamyan, Vadim R","Negoshian, Jennifer",BOSTON,DONOHOE PAT,Robert Calabrese,,JV Pune,MCELIGOTT MICHAEL,02PAW3,CIA00,NO,Asset Owners,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
NYLIFE,New York Life,001G000001jmn7A,Asset Manager,ASSET MANAGER,USIS,USIS,,1.00E+13,3,,,,7/1/2015,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Frewald, Jonathan","Jones, Crystal","Frewald, Jonathan",,BOSTON,Gregory Nikiforow,Ryan Siegel,,JV Pune,Jared Hart,04PAW3,CIA00,No,Insurance,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
NYSE,NYSE,,Corporate,RETIREMENT - DB,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/31/2013,,Vilda Lo,,NONE,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
NYSTHW,Teamsters New York,001G000001jmpMZIAY,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Postnova, Natalia","Landry, Matthew",,BOSTON,Kurt Robohm,Kurt Robohm,,JV Pune,BITTNER ERIC,04PAW3,CIA00,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
NYSTRS,New York State Teachers Retirement System,001G000001jmoxPIAQ,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Mackey, Paul J","Crimmins, Matthew","O'connor, Brian P","Huang, Min",BOSTON,Jeffrey Hopwood,Bob Belmore,,Poland,MCELIGOTT MICHAEL,04PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team1,CAPA4,SSIA NYSTRS OPS,Stable,No
OCERS,Orange County Retirement System (OCERS),001G000001jmsk1IAA,Public Funds,MUNICIPAL ENTITY,IIS,IIS,Pae,1.00E+12,2,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Smith, Evan",,,"Leung, Mable",SACRAMENTO,Tonya Cordray,Julianna Frank,,JV-Mumbai,Young Rick,13PAW3,Ci500,No,,SACRAMENTO,N/A,Perf_West_Team2,SSIA-US PnA Alameda,,Stable,No
OCP,OHIO CARPENTERS,,,RETIREMENT - TAFT,STS,,DEBAGGIS,1.00E+12,3,,,,1/1/2009,6/30/2014,,Kristine Treacy,,NONE,Terminated,,Wayne Fairchild,BOSTON,,,,Boston, , , , ,,BOSTON,,,,,No Status,No
OHHEALTH,OHIO HEALTH,,,RETIREMENT - CORP,CPS,,SCHECHTER,1.00E+13,3,,,,7/17/2013,6/30/2014,,NULL,,NONE,NULL,,NULL,,,,,, , , , ,,,,,,,No Status,No
OHIODC,Ohio Public Employees Deferred Compensation Plan,001G000001jmoxa,Public Funds,STATE ENTITY,IIS,IIS,SCHAFER,1.00E+12,3,,,,8/1/2014,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Rudgalve, Olga","Osyf, Steven M","Cardarelli, Rachel",BOSTON,Mark Doherty,Lauren Atkins,,JV Pune, , , ,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,No Status ,No
OHIOSTRS,STATE TEACHERS RETIREMENT SYSTEM OF OHIO,,Public Funds,STATE ENTITY,PF,,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2010,12/31/2013,,JIM ROBBIO,,KAMRAN MAKHDUMI,,,KAMRAN MAKHDUMI,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
OKLA,Oklahoma Firefighters Pension and Retirement System,001G000001jmnWK,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Kerrigan, John","Osyf, Steven M","Stoychev, Stefan",,BOSTON,Kris Auer,Kris Auer,,JV-Mumbai,BITTNER ERIC,02PAW3,CIA00,No,Asset Owners,BOSTON,N/A,Perf_East_Team 4,SSIA-US PnA Alameda,,Stable,No
OLD MUTUAL,GOLDMAN SACHS - DWIGHT FUNDS,001G000001jmlSCIAY,Asset Manager,ASSET MANAGER,USIS,USIS,STOKES,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Panza, Pietro","McIsaac, Kathleen R","Carmisciano, Lisa",,BOSTON,Andre Robichaud,Ross Donovan,,JV Pune,NONE,13PAW3,CI800,Yes,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Daily Ops,,Stable,No
OOHA,OFFICE OF HAWAIIAN AFFAIRS,001G000001jms2RIAQ,Public Funds,STATE ENTITY,STS,IIS,Young,1.00E+12,2,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Smith, Evan",,,"Borowy, Anna",SACRAMENTO,Cordray Tonya,Eddie Fisher,,JV-Mumbai,SWAMI SUNDER VELLA,08PAW3,CI800,No,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Watch,Yes
OREGONSS,STATE OF OREGON,001G000001jmmN8IAI,Public Funds,STATE ENTITY,USIS-Young,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Pae, Lisa H","Hennessy, Carl J","Mansiya, Azharuddin ","Robertson, Andrew","Li, Mengbi (joey)","Li, Mengbi (joey)","Mansiya, Azharuddin ",SACRAMENTO,JANET FENNESSY,Josh Anderson,Samira Khakpoor,JV-Mumbai,MCELIGOTT MICHAEL,02PAW3,CI400,No,,SACRAMENTO,N/A,Perf_West_Team1,SSIA-US PnA Alameda,GSPS-Ops-Oregon ,Watch,Yes
OSU,Ohio State University,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,3/31/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
PAC,Pacific Life Insurance Company,001G000001jmpND,Asset Manager,ASSET MANAGER,USIS,USIS,FORRESTER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer","Arustamyan, Vadim R","Carmisciano, Lisa",,BOSTON,Robert Spitz,Janelle Schrag & Shannon Blake,Charlene Barucha,JV Pune,NONE,06PAW3,CI800,Yes,Insurance,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Daily Ops,,Stable,No
PACDC,PacifiCorp,001G000001jmn1gIAA,Corporate,RETIREMENT - CORP,IIS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2012,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Jones, Crystal","Manferdini, David","Liang, ChiaYi",,JV Pune,Mark Curran,Luis Bello,,JV-Mumbai,BENKART BRIAN (LS),08PAW3,CI800,No,,JV Pune,N/A,Perf_East_Team3,SSIA-US PnA Alameda,,No Status ,No
PARAMETRIC,Parametric Portfolio Associates LLC,001G000001jmnCIIAY,Asset Manager,ASSET MANAGER,USIS,USIS,LOWD,1.00E+12,3,,,,6/1/2011,12/31/2016,,Len Robinson,Steven Osyf,Mark Flores,Michael McDevitt,Eric Burton,Wayne Fairchild,BOSTON,Caitlin Chamberlain,Caitlin Chamberlain,,JV Pune,NONE,06PAW3,CI500,No,,BOSTON,CAPA2,,JV_QAT_US-PnA Monthly Ops,,Terminated,No
PARENT,PLANNED PARENTHOOD,,,PHILANTHROPIC,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,7/31/2012,,Performance Operations,,NONE,,,MATTHEW SWAN,TORONTO,,,,, , , , ,,TORONTO,,,,,No Status,No
PART,"Partners HealthCare System, Inc.",001G000001jmphS,Endowment/Foundation,HEALTHCARE,CPS,IIS,Schafer,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer",,"Arustamyan, Vadim R","McIsaac, Kathleen R",BOSTON,Ron Gayton,Karen Colitti,,JV Pune,MCELIGOTT MICHAEL (MB),02PAW3,CI800,No,Asset Owners,Poland,CAPA4,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
PASEGSS,El Paso Corp,001G000001jnEk9,Corporate,RETIREMENT - CORP,CPS,IIS,LUCE,1.00E+12,3,,,,1/1/2009,De-converted 7/31/17,,Bob Pratt,Rob Moles,Fennie Law,Fennie Law,,,BOSTON,Victoria Aguilar,Sylvia Tadros,,JV Pune,MCELIGOTT MICHAEL (MB),06PAW3,CI900,No,Asset Owners,BOSTON,Core Team,,JV_QAT_US-PnA Monthly Ops,,No Status,No
PB,PITNEY BOWES,,Corporate,RETIREMENT - DB,CPS,,SCHECHTER,1.00E+12,3,,,,1/1/2009,12/31/2013,,JOAO DA CRUZ,,NONE,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
PBCAN,PITNEY BOWES CANADA,,,RETIREMENT - CORP,CAD,,BAILLIE,1.00E+12,3,,,,1/1/2009,12/31/2013,,MATTHEW SWAN,,CHARLES PAPADIMITRIOU,,,MATTHEW SWAN,TORONTO,RODRIGUES FERNANDO,,,, , , , ,,TORONTO,,,,,No Status,No
PBGC,PENSION BENEFIT GUARANTY CORP,001G000001jmmzt,Public Funds,AGENCY,PF,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Cobb, Miles","McIsaac, Kathleen R","Carmisciano, Lisa","O'Connell, Michael",BOSTON,Francine Lyons,STEVE DAVIES,,JV Pune,MCELIGOTT MICHAEL,02PAW3,CI800,No,Asset Owners,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,SSIA_PBGC,Stable,No
PCRA,PLYMOUTH COUNTY RETIREMENT ASSOCIATION,001G000001jmrevIAA,Public Funds,MUNICIPAL ENTITY,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam","Sucharewicz, James M","Saar-Beckles, Merit","Samisheva, Yelena",BOSTON,MARK BROOKS,MARK BROOKS,,JV Pune,SWAMI SUNDER VELLA,02PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
PDFFSS,Prudential Financial,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
